search URL:,https://patents.google.com/?assignee=NEOTHETICS+INC
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
AU-2006270165-B2,Sustained release enhanced lipolytic formulation for regional adipose tissue treatment ,"Neothetics, Inc.",John Daniel Dobak,2005-07-14,2006-07-13,2010-03-11,2010-03-11,https://patents.google.com/patent/AU2006270165B2/en,
AU-2007313077-B2,"Methods, compositions, and formulations for the treatment of thyroid eye disease ","Neothetics, Inc.",John Daniel Dobak,2006-10-17,2007-09-27,2011-06-02,2011-06-02,https://patents.google.com/patent/AU2007313077B2/en,
AU-2011205646-B2,Lyophilized cake formulations ,"Neothetics, Inc.","John Daniel Dobak, Chris Kemmerer, Kenneth Walter Locke",2010-01-15,2011-01-14,2014-10-02,2014-10-02,https://patents.google.com/patent/AU2011205646B2/en,
US-8404750-B2,Methods for administration and formulations for the treatment of regional adipose tissue ,"Lithera, Inc.","John Daniel Dobak, Kenneth Walter Locke",2009-05-27,2011-10-28,2013-03-26,2013-03-26,https://patents.google.com/patent/US8404750B2/en,https://patentimages.storage.googleapis.com/20/e2/d6/6028c1a36c5784/US08404750-20130326-D00001.png
AU-2011336869-B2,"Selective, lipophilic, and long-acting beta agonist monotherapeutic formulations and methods for the cosmetic treatment of adiposity and contour bulging ","Neothetics, Inc.","John Daniel Dobak, Kenneth Walter Locke",2010-11-24,2011-11-22,2016-09-15,2016-09-15,https://patents.google.com/patent/AU2011336869B2/en,
US-2016089346-A1,Method of treatment for body contouring ,"Neothetics, Inc.",Kenneth Walter Locke,2014-09-25,2015-09-25,2016-03-31,,https://patents.google.com/patent/US20160089346A1/en,https://patentimages.storage.googleapis.com/a7/9f/29/b52c35f88fb97f/US20160089346A1-20160331-D00000.png
