search URL:,https://patents.google.com/?assignee=XENOGEN+CORP
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-6754008-B1,Imaging lens arrangement designed for low light conditions ,Xenogen Corporation,"Edward P. Wallerstein, David Nilson, Bradley W. Rice, Raymond Fraze",2001-09-17,2001-09-17,2004-06-22,2004-06-22,https://patents.google.com/patent/US6754008B1/en,https://patentimages.storage.googleapis.com/f4/eb/72/afb734e4af81db/US06754008-20040622-D00000.png
US-7090994-B2,Methods of screening for introduction of DNA into a target cell ,Xenogen Corporation,"Kevin P. Francis, Timothy C. Doyle, Kevin A. Nawotka",2001-03-07,2002-03-07,2006-08-15,2006-08-15,https://patents.google.com/patent/US7090994B2/en,https://patentimages.storage.googleapis.com/US7090994B2/US07090994-20060815-D00001.png
US-7649185-B2,Fluorescent phantom device ,Xenogen Corporation,"Bradley W. Rice, David G. Nilson, Tamara L. Troy",2002-02-06,2007-03-06,2010-01-19,2010-01-19,https://patents.google.com/patent/US7649185B2/en,https://patentimages.storage.googleapis.com/US7649185B2/US07649185-20100119-D00000.png
US-7115793-B2,Isolation and identification of transcription control elements associated with mouse eosinophil peroxidase expression ,Xenogen Corporation,"Hongbing Zhang, Pamela Contag, Anthony Purchio, Amy Holt",2001-04-20,2004-11-16,2006-10-03,2006-10-03,https://patents.google.com/patent/US7115793B2/en,https://patentimages.storage.googleapis.com/US7115793B2/US07115793-20061003-D00001.png
US-2008052052-A1,Apparatus and methods for determining optical tissue properties ,Xenogen Corporation,"Daniel Stearns, Bradley Rice",2006-08-24,2007-08-24,2008-02-28,,https://patents.google.com/patent/US20080052052A1/en,https://patentimages.storage.googleapis.com/97/09/be/a61831ba654e1f/US20080052052A1-20080228-D00000.png
EP-1707944-A2,"Method and apparatus for determining target depth, brightness and size within a body region ",Xenogen Corporation,"Bradley W. Rice, Daniel G. Stearns, Tamara L. Troy",2001-05-17,2002-05-17,2006-10-04,,https://patents.google.com/patent/EP1707944A2/en,https://patentimages.storage.googleapis.com/c7/c7/a7/4c7b650e307972/imgf0001.png
US-2003135871-A1,Modified railroad worm red luciferase coding sequences ,"Nawotka Kevin A., Weisheng Zhang","Kevin Nawotka, Weisheng Zhang",2001-08-15,2002-08-15,2003-07-17,,https://patents.google.com/patent/US20030135871A1/en,https://patentimages.storage.googleapis.com/c5/7f/4b/16b9d65f1582cd/US20030135871A1-20030717-D00001.png
EP-2021774-B1,A system comprising a dual illumination system and an imaging apparatus and method using said system ,Xenogen Corporation,"David Nilson, Brad Rice, Tamara Troy",2006-05-15,2007-05-14,2016-07-27,2016-07-27,https://patents.google.com/patent/EP2021774B1/en,https://patentimages.storage.googleapis.com/00/a2/86/439ac56fe7771d/imgf0001.png
WO-2008024986-A2,Apparatus and methods for determining optical tissue properties ,Xenogen Corporation,"Daniel G. Stearns, Bradley W. Rice",2006-08-24,2007-08-24,2008-02-28,,https://patents.google.com/patent/WO2008024986A2/en,
US-D469181-S,Low intensity light imaging apparatus ,Xenogen Corporation,"David G. Nilson, Bradley W. Rice, Michael D. Cable, Mike R. Massucco, Matthew D. Hern, Matthew P. Presta",2001-10-15,2001-10-15,2003-01-21,2003-01-21,https://patents.google.com/patent/USD469181S1/en,https://patentimages.storage.googleapis.com/e3/82/0d/fbf4d6471af850/USD0469181-20030121-D00000.png
EP-1409973-B1,Absolute intensity determination for a light source in low level light imaging systems ,Xenogen Corporation,"Brian Roberts Bates, Barton V. Beeman, Michael D. Cable, Michael Bo Nelson, Bradley Rice",2001-06-20,2002-06-20,2010-04-28,2010-04-28,https://patents.google.com/patent/EP1409973B1/en,https://patentimages.storage.googleapis.com/25/cf/dd/a7e0828515c617/imgf0001.png
CN-1842294-A,Multi-mode internal imaging ,色诺根公司,"麦克尔·D.·卡贝尔, 布雷德利·W.·莱斯, 戴维·尼尔森",2003-07-01,2004-06-30,2006-10-04,,https://patents.google.com/patent/CN1842294A/en,
WO-0208431-A1,Compositions and methods for use thereof in modifying the genomes of microorganisms ,Xenogen Corporation,"Kevin P. Francis, Anthony F. Purchio",2000-07-06,2001-03-07,2002-01-31,,https://patents.google.com/patent/WO2002008431A1/en,
AU-6555001-A,Biodetectors targeted to specific ligands ,Xenogen Corporation,"David Benaron, Christopher Contag, Pamela Contag",1996-04-19,2001-08-16,2001-11-22,,https://patents.google.com/patent/AU6555001A/en,
AU-2736197-A,Biodetectors targeted to specific ligands ,Xenogen Corporation,"David A. Benaron, Christopher H. Contag, Pamela R. Contag",1996-04-19,1997-04-21,1997-11-12,,https://patents.google.com/patent/AU2736197A/en,
DE-59607254-D1,Detection of Listeria by means of recombinant bacteriophage ,Xenogen Corp,Corp Alameda Xenogen,1995-05-18,1996-05-08,2001-08-16,2001-08-16,https://patents.google.com/patent/DE59607254D1/en,
