search URL:,https://patents.google.com/?assignee=STEMLINE+THERAPEUTICS+INC
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-8038998-B2,Methods of cancer therapy targeted against a cancer stemline ,Ivan Bergstein,Ivan Bergstein,1997-09-18,2005-11-10,2011-10-18,2011-10-18,https://patents.google.com/patent/US8038998B2/en,https://patentimages.storage.googleapis.com/7d/a3/d0/2ed22eec8be617/US08038998-20111018-D00001.png
US-8163279-B2,IL3Rα antibody conjugates and uses thereof ,"Stemline Therapeutics, Inc.",Ivan Bergstein,2007-04-13,2008-04-14,2012-04-24,2012-04-24,https://patents.google.com/patent/US8163279B2/en,https://patentimages.storage.googleapis.com/3e/55/c1/b18e7eeb017209/US08163279-20120424-D00001.png
US-2008118432-A1,Monitoring cancer stem cells ,"Ivan Bergstein, Cirrito Thomas P","Ivan Bergstein, Thomas P. Cirrito",2006-09-07,2007-09-07,2008-05-22,,https://patents.google.com/patent/US20080118432A1/en,
US-2008267947-A1,Cancer therapy with cantharidin and cantharidin analogs ,"Cirrito Thomas P, Ivan Bergstein","Thomas P. Cirrito, Ivan Bergstein",2006-09-07,2007-09-07,2008-10-30,,https://patents.google.com/patent/US20080267947A1/en,https://patentimages.storage.googleapis.com/a7/47/b9/73984ee6f7cbe3/US20080267947A1-20081030-D00002.png
US-2008118518-A1,Cancer stem cell-targeted cancer therapy ,"Cirrito Thomas P, Ivan Bergstein","Thomas P. Cirrito, Ivan Bergstein",2006-09-07,2007-09-07,2008-05-22,,https://patents.google.com/patent/US20080118518A1/en,
ES-2699817-T3,Methods to treat and control the state of a cancer ,Stemline Therapeutics Inc,"Thomas Cirrito, Ivan Bergstein, Christopher Brooks",2012-03-19,2013-03-19,2019-02-12,2019-02-12,https://patents.google.com/patent/ES2699817T3/en,
US-2015139939-A1,Cancer stem cell targeted cancer vaccines ,"Stemline Therapeutics, Inc.","Ivan Bergstein, Christopher Brooks, Thomas P. Cirrito",2012-05-16,2013-05-15,2015-05-21,,https://patents.google.com/patent/US20150139939A1/en,https://patentimages.storage.googleapis.com/cd/4c/43/1413500ae0c6aa/US20150139939A1-20150521-D00001.png
