search URL:,https://patents.google.com/?assignee=INTREXON+CORP
id,title,assignee,inventor/author,priority date,filing/creation date,publication date,grant date,result link,representative figure link
US-8788213-B2,Laser mediated sectioning and transfer of cell colonies ,Intrexon Corporation,"Gary Bright, Kristi Hohenstein, Anuradha Soundararajan, Manfred Koller",2009-01-12,2010-01-12,2014-07-22,2014-07-22,https://patents.google.com/patent/US8788213B2/en,https://patentimages.storage.googleapis.com/fb/b2/fe/63901b6ba89725/US08788213-20140722-D00001.png
AU-2002232892-A1,Method and device for selectively targeting cells within a three -dimensional specimen ,Intrexon Corporation,"Timothy M. Eisfeld, Manfred R. Koller, Bernhard O. Palsson",2000-10-24,2001-10-24,2002-07-25,,https://patents.google.com/patent/AU2002232892A1/en,
CA-2488407-A1,Tetrahydroquinolines for modulating the expression of exogenous genes via an ecdysone receptor complex ,"Rheogene, Inc., Enrique L. Michelotti, Colin M. Tice, Subba Reddy Palli, Christine S. Thompson, Tarlochan S. Dhadialla, Rohm And Haas Company, Rgh Llc, New Rheogene I, Llc, Intrexon Corporation","Enrique L. Michelotti, Colin M. Tice, Subba Reddy Palli, Christine S. Thompson, Tarlochan S. Dhadialla",2002-06-13,2003-06-13,2003-12-24,,https://patents.google.com/patent/CA2488407A1/en,
AU-2009302804-B2,Engineered cells expressing multiple immunomodulators and uses thereof ,Intrexon Corporation,"Robert Patterson Beech, Thomas D. Reed",2008-10-08,2009-10-08,2015-07-02,2015-07-02,https://patents.google.com/patent/AU2009302804B2/en,
US-9675642-B2,Engineered dendritic cells and uses for the treatment of cancer ,"University of Pittsburgh—of the Commonwealth System of Higher Education, Intrexon Corporation","J. Mark Braughler, Prasanna Kumar, Walter J Storkus, Hideho Okada",2007-10-08,2013-01-09,2017-06-13,2017-06-13,https://patents.google.com/patent/US9675642B2/en,https://patentimages.storage.googleapis.com/cd/cc/2d/8c3a4658409bfc/US09675642-20170613-D00001.png
US-2009095985-A1,"Multi-layer electrode, cross point memory array and method of manufacturing the same ","Samsung Electronics Co., Ltd.","Chang-Bum Lee, Young-soo Park, Myoung-Jae Lee, Stefanovich Genrikh, Ki-Hwan Kim",2007-10-10,2008-06-05,2009-04-16,,https://patents.google.com/patent/US20090095985A1/en,https://patentimages.storage.googleapis.com/US20090095985A1/US20090095985A1-20090416-D00000.png
US-9255125-B2,Polynucleotides encoding extracellular-signal-regulated kinase (ERK) heteropolyligand polypeptides ,Intrexon Corporation,Thomas David Reed,2006-11-13,2012-09-12,2016-02-09,2016-02-09,https://patents.google.com/patent/US9255125B2/en,https://patentimages.storage.googleapis.com/09/53/70/38d5cf0a36d876/US09255125-20160209-D00001.png
CO-7000768-A2,diacylhydrazine crystalline and use thereof ,Intrexon Corp,"Robert E Harmonn, Inna Shulman, Eva Rodel, Rolf Hilfiker, Susan M Depaul",2011-09-08,2014-04-07,2014-07-21,,https://patents.google.com/patent/CO7000768A2/en,
US-2015099636-A1,Chiral Diacylhydrazine Ligands for Modulating the Expression of Exogenous Genes via an Ecdysone Receptor Complex ,Intrexon Corporation,"Robert Eugene Hormann, Bing Li",2007-05-29,2014-10-09,2015-04-09,,https://patents.google.com/patent/US20150099636A1/en,https://patentimages.storage.googleapis.com/1a/29/ac/3a0eccdcc16458/US20150099636A1-20150409-D00001.png
US-2007269875-A1,Method and apparatus for cell permeabilization ,"Koller Manfred R, Hanania Elie G, Rolf Brandes, Eisfeld Timothy M","Manfred Koller, Elie Hanania, Rolf Brandes, Timothy Eisfeld",2003-10-31,2007-02-27,2007-11-22,,https://patents.google.com/patent/US20070269875A1/en,https://patentimages.storage.googleapis.com/4b/e3/bc/6b6cddb84bdf56/US20070269875A1-20071122-D00000.png
